JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2434181.3229,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434181.3931,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434187.3361,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434187.3889,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434188.3167,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434190.3229,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434190.383,3.7,,,Vis.,G13,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434190.3833,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434190.4271,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434190.431,3.7,,,Vis.,G13,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434191.2972,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434191.334,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434191.3792,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434191.4167,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434192.319,4.0,,,Vis.,G13,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434192.3194,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434193.3042,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434193.3479,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434193.358,4.0,,,Vis.,G13,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434193.4028,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434193.423,4.1,,,Vis.,G13,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434194.3439,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434194.433,4.2,,,Vis.,G13,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434194.47,4.2,,,Vis.,G13,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434205.2986,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434205.3667,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434208.3132,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434208.3465,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434208.3854,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434208.4271,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434209.2979,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434209.3472,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434209.4063,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434212.3021,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434212.3389,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434212.3813,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434212.4493,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434215.3271,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434215.3708,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434216.2875,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434217.2917,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434217.3368,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434217.3813,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434217.4285,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434218.3611,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434218.4215,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434220.3424,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434222.2778,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434222.3278,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434222.3799,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434222.4417,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434223.2806,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434223.3278,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434223.3743,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434223.4222,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434223.457,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434224.2771,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434224.3278,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434224.3771,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434224.4292,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434225.3889,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434226.3521,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434227.4,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434228.3813,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434229.3715,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434230.4049,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434231.3597,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434231.4049,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434232.3785,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434233.3757,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434234.4361,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434235.3847,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434236.2694,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434236.3146,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434236.3597,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434236.4007,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434237.2988,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434237.3132,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434237.3667,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434237.4153,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434238.3528,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434238.4299,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434239.2736,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434239.4854,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434240.3965,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434241.2639,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434241.3076,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434241.3688,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434241.4111,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434241.4667,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434242.3667,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434242.4104,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434243.2604,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434243.3014,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434243.3444,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434243.4667,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434244.2653,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434244.3083,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434244.3507,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434244.3896,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434244.4333,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434244.4729,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434244.5229,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434245.4083,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434245.4299,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434246.2653,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434246.3139,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434246.3708,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434246.4153,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434247.2549,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434247.309,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434247.4056,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434248.3986,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434249.3847,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434250.4417,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434251.2625,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434251.4069,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434252.3917,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434253.3813,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434254.4083,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434255.2694,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434256.4083,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434257.4264,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434258.4104,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434259.3813,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434260.4146,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434618.33,4.4,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434619.36,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434620.34,3.5,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434621.35,3.6,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434622.338,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434622.35,3.9,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434623.325,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434623.34,3.9,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434624.30,3.9,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434624.302,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434625.329,4.3,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434625.37,4.1,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434626.294,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434627.301,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434627.32,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434628.3,3.6,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434628.32,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434629.313,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434629.33,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434630.3,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434630.30,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434631.378,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434633.347,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434634.30,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434634.301,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434637.33,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434643.34,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434649.30,3.6,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434649.365,3.5,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434650.31,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434650.321,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434652.26,4.0,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434652.6,4.4,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434653.28,4.3,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434653.5,4.6,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434654.6,3.9,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434656.25,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434658.25,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434658.6,4.1,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434659.26,4.0,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434659.5,4.3,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434660.26,4.1,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434661.25,4.3,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434664.5,3.9,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434665.6,4.3,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434667.5,<3.9,,,Vis.,W2,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434671.28,3.6,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434675.6,4.3,,,Vis.,ABL,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434680.25,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434692.22,3.6,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434693.21,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434694.21,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434696.20,4.4,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434708.21,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434920.417,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434922.392,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434924.393,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434928.358,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434929.414,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434930.401,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434938.371,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434942.382,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434944.413,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434945.397,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434948.394,4.3,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434949.376,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434951.397,3.6,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434953.372,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434955.34,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434956.35,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434957.367,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434958.388,3.6,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434960.379,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434961.344,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434964.341,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434968.397,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434972.367,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434973.327,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434974.347,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434975.34,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434978.347,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434978.38,4.0,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434983.307,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434983.33,4.4,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434985.34,4.1,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434986.34,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434986.365,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434987.34,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434990.326,4.3,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2434992.299,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435002.348,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435003.301,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435004.282,4.1,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435004.31,4.0,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435005.29,4.4,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435006.28,4.5,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435007.28,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435009.28,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435009.7,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435010.30,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435010.308,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435012.29,4.1,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435014.28,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435014.32,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435016.27,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435016.324,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435017.27,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435018.27,3.9,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435018.31,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435029.25,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435030.24,3.6,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435030.26,3.7,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435032.24,3.9,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435032.3,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435033.26,4.1,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435033.31,4.3,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435034.25,4.5,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435034.3,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435035.25,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435035.26,4.1,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435043.24,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435043.25,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435045.23,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435045.24,3.8,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435046.23,3.9,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435051.238,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435052.232,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435061.219,3.7,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435063.19,4.3,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435063.219,4.0,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435065.20,3.6,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435065.204,3.6,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435067.21,3.9,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435067.229,3.8,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435068.238,4.2,,,Vis.,L,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435093.22,3.9,,,Vis.,AN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435242.649,4.32,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,88,1964BOTT....3..153M,WEL,
2435242.649,5.35,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,88,1964BOTT....3..153M,WEL,
2435242.649,6.14,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,88,1964BOTT....3..153M,WEL,
2435256.602,4.28,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,89,1964BOTT....3..153M,WEL,
2435256.602,5.32,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,89,1964BOTT....3..153M,WEL,
2435256.602,6.13,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,89,1964BOTT....3..153M,WEL,
2435292.507,4.32,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,90,1964BOTT....3..153M,WEL,
2435292.507,5.36,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,90,1964BOTT....3..153M,WEL,
2435292.507,6.17,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,90,1964BOTT....3..153M,WEL,
2435302.531,3.50,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,91,1964BOTT....3..153M,WEL,
2435302.531,4.12,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,91,1964BOTT....3..153M,WEL,
2435304.470,3.79,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,92,1964BOTT....3..153M,WEL,
2435304.470,4.62,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,92,1964BOTT....3..153M,WEL,
2435304.470,5.20,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,92,1964BOTT....3..153M,WEL,
2435305.405,4.05,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,93,1964BOTT....3..153M,WEL,
2435305.405,5.00,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,93,1964BOTT....3..153M,WEL,
2435305.405,5.69,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,93,1964BOTT....3..153M,WEL,
2435306.417,4.19,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,94,1964BOTT....3..153M,WEL,
2435306.417,5.21,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,94,1964BOTT....3..153M,WEL,
2435306.417,5.98,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,94,1964BOTT....3..153M,WEL,
2435309.414,3.51,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,95,1964BOTT....3..153M,WEL,
